71 Jackeline Tobin 3739.093 Supervisor: Boris
72 Celina Campbell 4004.329 Supervisor: Sabrina
73 Mason Quinn 3207.960 Supervisor: Sabrina
74 Danny Vallory 2897.601 Supervisor: Sabrina
75 Lucas Skinner 4326.369 Supervisor: Manuel
76 Tyler Rehman 4252.974 Supervisor: Manuel
77 Daphne Mullins 3753.266 Supervisor: Manuel
78 Selena Patel 3389.208 Supervisor: Maddison
79 Charlize Whitmore 3195.806 Supervisor: Maddison
80 Brad Nurton 3993.969 Supervisor: George
81 Francesca Driscoll 3926.748 Supervisor: George
82 Rick Roth 4558.618 Supervisor: George
83 Luke Walker 4459.275 Supervisor: George
84 Russel Middleton 3637.732 Supervisor: Hayden
85 Michelle Mcgee 3844.267 Supervisor: Hayden
86 Margaret Hunter 3272.512 Supervisor: Phillip
87 Matt Woods 4473.095 Supervisor: Phillip
88 Ellen Becker 3216.182 Supervisor: Phillip
89 Julius Robe 4497.806 Supervisor: Phillip
90 Jazmin Porter 3024.899 Supervisor: Barney
91 Eduardo Dwyer 3827.145 Supervisor: Barney
92 Ivette Webster 3495.517 Supervisor: Abbey
93 Noah James 2893.025 Supervisor: Abbey
94 Rosalee Cunningham 4173.533 Supervisor: Caydence
95 Dasha Matthews 3917.941 Supervisor: Caydence
96 Michelle Asher 4235.388 Supervisor: Caydence
97 Jacob Gray 2936.271 Supervisor: Andrea
98 Cedrick Redden 3290.005 Supervisor: Andrea
99 Noah Thompson 3615.040 Supervisor: Andrea
100 Tony Dillon 2725.895 Supervisor: Andrea
101 Denny Dubois 3645.944 Supervisor: Boris
102 Stacy Cassidy 3114.598 Supervisor: David
103 Julianna Warren 4254.202 Supervisor: David
104 Caleb Wild 3437.382 Supervisor: David
105 Rosie Bishop 3843.253 Supervisor: David
106 Benjamin Rosenbloom 3539.589 Supervisor: Sabrina
107 Bart Butler 3814.739 Supervisor: Sabrina
108 Harry Nurton 2691.950 Supervisor: Sabrina
109 Lindsay Welsch 3724.985 Supervisor: Rhea
110 Ronald Everett 3031.242 Supervisor: Rhea
111 Alessandra Scott 3998.637 Supervisor: Rhea
112 Alma Griffiths 2871.784 Supervisor: Rhea
113 Jenna Powell 4507.571 Supervisor: Katelyn
114 John Furnell 3112.487 Supervisor: Katelyn
115 Jamie Parker 2888.208 Supervisor: Katelyn
116 Anthony Scott 3511.141 Supervisor: Katelyn
117 Lucas Wilkinson 2924.813 Supervisor: Leilani
118 Havana Watson 4468.362 Supervisor: Leilani
119 Percy Hilton 3196.494 Supervisor: Leilani
120 Wade Booth 2994.237 Supervisor: Leilani
121 Clarissa Gray 3510.322 Supervisor: Leilani
122 Catherine Collins 3345.247 Supervisor: Leilani
123 Enoch Mitchell 2988.694 Supervisor: Roger
124 Abdul Heaton 3005.081 Supervisor: Roger
125 Peyton Russel 3997.996 Supervisor: Roger
126 Andrea Ellison 4236.541 Supervisor: Ryan
127 Carissa Quinnell 3787.313 Supervisor: Ryan
128 Estrella Gates 3979.163 Supervisor: Ryan
129 Mike Palmer 3624.954 Supervisor: Ryan
130 Carl Saunders 4082.672 Supervisor: Kate
131 Michelle Stone 3872.046 Supervisor: Kate
132 Aiden Craig 3650.250 Supervisor: Kate
133 Natalie Vinton 4117.696 Supervisor: Lynn
134 Matthew Pickard 2679.181 Supervisor: Lynn
135 Sofia Steer 3703.604 Supervisor: Lynn
136 Tom Oliver 2722.333 Supervisor: Lynn
137 Agnes Chadwick 3456.717 Supervisor: Benjamin
138 Mavis Turner 2911.095 Supervisor: Benjamin
139 Rocco Shields 4359.031 Supervisor: Benjamin
140 Caleb Jenkin 3303.462 Supervisor: Benjamin
141 Roger Stevens 3766.872 Supervisor: Domenic
142 Lucas Shea 3482.757 Supervisor: Domenic
143 Stephanie Parker 3605.257 Supervisor: Jacob
144 Cara Bayliss 3808.620 Supervisor: Jacob
145 Francesca Sherwood 4093.674 Supervisor: Jacob
146 Daron Windsor 3099.504 Supervisor: Javier
147 Harry Chapman 3571.609 Supervisor: Javier
148 Rosalee Holmes 3166.566 Supervisor: Javier
149 Skylar Attwood 4191.854 Supervisor: Javier
150 Alexander Sinclair 4457.890 Supervisor: Henry
151 Alex Rixon 3535.813 Supervisor: Henry
152 Paige Villiger 3880.946 Supervisor: Henry
153 Luke London 4110.405 Supervisor: Henry
154 Cedrick Price 3855.371 Supervisor: Henry
155 Christine Herbert 3296.404 Supervisor: Chadwick
156 Charlize Miller 3029.754 Supervisor: Percy
157 Mike Barclay 3301.602 Supervisor: Percy
158 Carl Hood 3643.033 Supervisor: Percy
159 Blake Noon 3907.497 Supervisor: Jackeline
160 Bryce Calderwood 2953.131 Supervisor: Jackeline
161 Beatrice Bradshaw 3350.093 Supervisor: Jackeline
162 Adelaide Fenton 3539.561 Supervisor: Celina
163 Havana Whitmore 2705.166 Supervisor: Celina
164 Jules Mitchell 3883.196 Supervisor: Celina
165 Julia Olivier 3916.676 Supervisor: Danny
166 Emerald Ross 4248.379 Supervisor: Danny
167 Ciara Mcnally 4054.819 Supervisor: Danny
168 Bryon Leigh 3351.618 Supervisor: Tyler
169 Caleb Boden 4133.841 Supervisor: Tyler
170 Melanie Gray 4149.958 Supervisor: Tyler
171 Kurt Allington 2810.534 Supervisor: Tyler
172 Sage Forester 3242.054 Supervisor: Daphne
173 Barney Nielson 3756.568 Supervisor: Daphne
174 Leroy Wild 2712.261 Supervisor: Daphne
175 Elijah Collis 3335.882 Supervisor: Brad
176 Remy Hancock 3665.409 Supervisor: Brad
177 Lara Simpson 3036.385 Supervisor: Brad
178 Alan Kelly 3371.827 Supervisor: Francesca
179 Benny Cattell 3910.055 Supervisor: Francesca
180 Jacqueline Davies 4398.268 Supervisor: Russel
181 Ellen Gardner 3232.206 Supervisor: Russel
182 Michael Cameron 3824.290 Supervisor: Russel
183 Marjorie Hepburn 3884.898 Supervisor: Russel
184 Percy Rixon 2959.892 Supervisor: Michelle
185 Goldie Giles 3523.249 Supervisor: Michelle
186 Bethany Whinter 3585.410 Supervisor: Margaret
187 Estrella Wallace 3301.333 Supervisor: Margaret
188 Shelby Tutton 2820.662 Supervisor: Margaret
189 Georgia Walsh 3340.318 Supervisor: Margaret
190 Lillian Robertson 3018.017 Supervisor: Matt
191 Judith Anderson 2876.695 Supervisor: Matt
192 Chris Parker 3823.323 Supervisor: Julius
193 Joseph Nelson 3775.270 Supervisor: Julius
194 Remy Evans 2874.435 Supervisor: Jazmin
195 Crystal Pierce 2677.637 Supervisor: Jazmin
196 Florence Jacobs 2945.942 Supervisor: Jazmin
197 Mike John 3249.401 Supervisor: Dasha
198 Greta Olson 3265.788 Supervisor: Dasha
199 Remy Bryson 3675.230 Supervisor: Dasha
200 Doris Mcnally 3554.469 Supervisor: Dasha
201 Logan Edmonds 3442.935 Supervisor: Tony
202 Emerald Lindsay 3627.121 Supervisor: Denny
203 Peter Needham 3027.029 Supervisor: Denny
204 Jayden Gosling 3770.490 Supervisor: Denny
205 Maxwell Hill 3584.173 Supervisor: Denny
206 Regina Coleman 2720.687 Supervisor: Stacy
207 Celina Clarke 3091.153 Supervisor: Stacy
208 Nicholas Alldridge 4099.021 Supervisor: Stacy
209 Vicky Mullins 2882.768 Supervisor: Julianna
210 Cedrick Clark 3409.733 Supervisor: Julianna
211 Scarlett Thompson 2962.487 Supervisor: Julianna
212 Chris Jarvis 4074.125 Supervisor: Julianna
213 Ron Warner 3152.635 Supervisor: Caleb
214 Shay Matthews 4017.367 Supervisor: Caleb
215 Daphne Clarke 2618.276 Supervisor: Caleb
216 Priscilla Oldfield 3523.035 Supervisor: Caleb
217 Alba Drake 3379.174 Supervisor: Rosie
218 Julian Milner 3319.077 Supervisor: Rosie
219 Nancy Quinnell 3454.057 Supervisor: Rosie
220 Aiden Griffiths 3648.083 Supervisor: Rosie
221 Carl Dillon 2884.311 Supervisor: Rosie
222 Jessica Blackwall 3677.015 Supervisor: Rosie
223 Sonya Ventura 3967.083 Supervisor: Benjamin
224 Rosie Hancock 3055.022 Supervisor: Benjamin
225 Percy Raven 3368.711 Supervisor: Benjamin
226 Sage Dixon 3595.352 Supervisor: Bart
227 Michelle Zaoui 4064.453 Supervisor: Bart
228 Rick Oldfield 3466.343 Supervisor: Bart
229 Elijah Kidd 3117.853 Supervisor: Bart
230 Boris Collins 3108.153 Supervisor: Harry
231 Mabel Owen 3503.970 Supervisor: Harry
232 Carissa Lambert 3734.694 Supervisor: Harry
233 Clint Matthews 3317.756 Supervisor: Lindsay
234 Amy Newman 3269.490 Supervisor: Lindsay
235 Johnny Donnelly 3806.276 Supervisor: Lindsay
236 Daron Waterson 2928.923 Supervisor: Lindsay
237 Tony Nicolas 3966.627 Supervisor: Ronald
238 Ronald Bryant 4086.243 Supervisor: Ronald
239 Mavis Rees 3893.399 Supervisor: Ronald
240 Lana Walter 4156.663 Supervisor: Ronald
241 Alba Strong 3948.464 Supervisor: Alessandra
242 Mina Rosenbloom 3606.224 Supervisor: Alessandra
243 Bristol Richards 2957.521 Supervisor: Alma
244 Isabel Trent 4170.074 Supervisor: Alma
245 Maxwell Dann 4108.973 Supervisor: Alma
246 Aurelia Uddin 3070.181 Supervisor: Jenna
247 Rick Nayler 3335.212 Supervisor: Jenna
248 Maxwell King 4025.300 Supervisor: Jenna
249 Chad Knight 3891.436 Supervisor: Jenna
250 Nathan Morgan 3540.994 Supervisor: John
251 Abdul Weatcroft 4370.870 Supervisor: John
252 Valentina Walker 3758.344 Supervisor: John
253 Victoria Flack 2691.188 Supervisor: John
254 Doug Tyler 4111.456 Supervisor: John
255 Helen Vince 3666.469 Supervisor: Jamie
256 Danny Neville 3831.693 Supervisor: Wade
257 Tony Vince 4043.500 Supervisor: Wade
258 Gwenyth Groves 3728.119 Supervisor: Wade
259 Brad Antcliff 3961.279 Supervisor: Clarissa
260 Sarah Fleming 3771.931 Supervisor: Clarissa
261 Ruth Yarlett 2608.734 Supervisor: Clarissa
262 Havana Rainford 4165.684 Supervisor: Catherine
263 John Stewart 2990.415 Supervisor: Catherine
264 Rita Chapman 3389.246 Supervisor: Catherine
265 Adela Mould 2718.846 Supervisor: Abdul
266 Meredith Wright 4261.381 Supervisor: Abdul
267 Aurelia Roberts 3583.839 Supervisor: Abdul
268 David Jarvis 2693.066 Supervisor: Andrea
269 Agnes Emmott 3651.059 Supervisor: Andrea
270 Noah Wigley 3488.821 Supervisor: Andrea
271 Fred Savage 3584.192 Supervisor: Andrea
272 Julius Rycroft 3977.991 Supervisor: Carissa
273 Courtney Morris 2673.564 Supervisor: Carissa
274 Jayden Ralph 4194.021 Supervisor: Carissa
275 Angelina Strong 3898.076 Supervisor: Carl
276 Liv Casey 2647.245 Supervisor: Carl
277 Alan Waterhouse 3690.221 Supervisor: Carl
278 Leroy Jarvis 3781.789 Supervisor: Michelle
279 Boris Lee 3189.798 Supervisor: Michelle
280 Gloria Robinson 3442.376 Supervisor: Matthew
281 Matthew Thorne 3299.389 Supervisor: Matthew
282 Stephanie Thomas 4208.399 Supervisor: Matthew
283 Josh Addison 3452.411 Supervisor: Matthew
284 Tom Lewis 3676.876 Supervisor: Sofia
285 Emma Rogers 4304.235 Supervisor: Sofia
286 Percy Grant 2622.405 Supervisor: Tom
287 Leanne Flack 4285.310 Supervisor: Tom
288 Martha Alexander 4163.647 Supervisor: Tom
289 Mina Hamilton 4148.144 Supervisor: Tom
290 Barry Farrow 3823.416 Supervisor: Agnes
291 Kieth Carter 2766.787 Supervisor: Agnes
292 Sonya Sinclair 3364.275 Supervisor: Rocco
293 Abdul Barrett 3548.201 Supervisor: Rocco
294 Bryce Owens 3751.155 Supervisor: Caleb
295 Elijah Stevens 3132.231 Supervisor: Caleb
296 Maria Mcneill 3600.597 Supervisor: Caleb
297 Kieth Riley 4370.637 Supervisor: Francesca
298 Johnny Bennett 3478.414 Supervisor: Francesca
299 Ramon Clayton 4339.845 Supervisor: Francesca
300 John Leslie 3263.463 Supervisor: Francesca
301 Aurelia Chester 3016.343 Supervisor: Alexander
302 Doug Edwards 3377.713 Supervisor: Alex
303 Ron Edmonds 3369.492 Supervisor: Alex
304 Ronald Michael 3617.468 Supervisor: Alex
305 Amy King 3826.606 Supervisor: Alex
306 Emery Waterhouse 3971.044 Supervisor: Paige
307 Manuel Radley 4284.556 Supervisor: Paige
308 Kieth Wild 2670.821 Supervisor: Paige
309 Angela Higgs 4298.665 Supervisor: Luke
310 Cassidy Button 4082.272 Supervisor: Luke
311 Rihanna Nobbs 3257.511 Supervisor: Luke
312 Anthony Brown 3207.989 Supervisor: Luke
313 Tony Greenwood 2991.326 Supervisor: Cedrick
314 Percy Walton 4169.004 Supervisor: Cedrick
315 Marvin Harper 4256.815 Supervisor: Cedrick
316 Shay Gonzales 4249.635 Supervisor: Cedrick
317 Benjamin Gibbons 3793.489 Supervisor: Christine
318 Hanna Warden 4078.004 Supervisor: Christine
319 Michael Pitt 3270.001 Supervisor: Christine
320 Nate Collins 2955.308 Supervisor: Christine
321 Ron Squire 2662.878 Supervisor: Christine
322 Nathan Summers 3240.176 Supervisor: Christine
323 Hank Ripley 4099.421 Supervisor: Charlize
324 Quinn Price 4175.542 Supervisor: Charlize
325 Melody Ventura 3813.995 Supervisor: Charlize
326 Tom Drew 4098.380 Supervisor: Mike
327 Kaylee Stanley 3060.621 Supervisor: Mike
328 Bryon Williams 2758.557 Supervisor: Mike
329 Shay Hamilton 3965.036 Supervisor: Mike
330 Miley Murray 3895.593 Supervisor: Carl
331 Joseph Emmett 3686.938 Supervisor: Carl
332 Alessia Groves 4285.143 Supervisor: Carl
333 Doug Stark 3706.125 Supervisor: Blake
334 Bob Wilson 3164.464 Supervisor: Blake
335 Matthew Robinson 2531.832 Supervisor: Blake
336 Bart Pitt 3544.630 Supervisor: Blake
337 Logan Gibson 4327.728 Supervisor: Bryce
338 Willow Giles 3453.806 Supervisor: Bryce
339 Caitlyn Moss 4144.647 Supervisor: Bryce
340 Blake Collins 4037.493 Supervisor: Bryce
341 Marvin Powell 2990.108 Supervisor: Beatrice
342 Hank Reading 3656.937 Supervisor: Beatrice
343 Sebastian Collins 3877.021 Supervisor: Adelaide
344 Benny Emmott 4326.993 Supervisor: Adelaide
345 Bart Mcleod 3588.321 Supervisor: Adelaide
346 Bob Edley 3184.664 Supervisor: Havana
347 Phoebe Haines 4312.075 Supervisor: Havana
348 Harry Raven 2814.189 Supervisor: Havana
349 Kendra Stuart 4110.554 Supervisor: Havana
350 Mason Rixon 2651.355 Supervisor: Jules
351 Johnny Clarke 4128.465 Supervisor: Jules
352 Fred Burge 4071.484 Supervisor: Jules
353 Maya Carter 3291.958 Supervisor: Jules
354 Luna Oatway 2580.917 Supervisor: Jules
355 George Upton 4302.896 Supervisor: Julia
356 Ryan Hunter 3641.768 Supervisor: Melanie
357 Gil Cartwright 2885.855 Supervisor: Melanie
358 Livia Hill 2667.854 Supervisor: Melanie
359 Chad Miller 3027.476 Supervisor: Kurt
360 Ronald Bristow 3574.678 Supervisor: Kurt
361 Abdul Robinson 3897.100 Supervisor: Kurt
362 Mark Wellington 3783.073 Supervisor: Sage
363 Ronald Wooldridge 2980.455 Supervisor: Sage
364 Benjamin Thornton 3484.989 Supervisor: Sage
365 Tony Trent 3039.705 Supervisor: Leroy
366 Teagan Shaw 4238.949 Supervisor: Leroy
367 Noah Fall 3091.999 Supervisor: Leroy
368 Phillip Bailey 4039.790 Supervisor: Remy
369 Juliette Dickson 4063.598 Supervisor: Remy
370 Clint Briggs 3483.808 Supervisor: Remy
371 Owen Whinter 3027.727 Supervisor: Remy
372 Dasha Reynolds 3058.296 Supervisor: Lara
373 Ruby Bradley 3935.779 Supervisor: Lara
374 Hayden Whatson 2797.394 Supervisor: Lara
375 Bart Marshall 2688.807 Supervisor: Jacqueline
376 Davina Notman 3577.366 Supervisor: Jacqueline
377 Allison Flett 3169.124 Supervisor: Jacqueline
378 Percy Andrews 2757.645 Supervisor: Ellen
379 Rufus Scott 3465.003 Supervisor: Ellen
380 Maria Gibson 3336.580 Supervisor: Percy
381 Julius Michael 2875.746 Supervisor: Percy
382 Paige Hamilton 4276.530 Supervisor: Percy
383 Eryn Poole 3943.070 Supervisor: Percy
384 Javier Pierce 3726.919 Supervisor: Goldie
385 Russel Connell 3784.114 Supervisor: Goldie
386 Tyson Ranks 4156.105 Supervisor: Bethany
387 Benny Woodley 4286.361 Supervisor: Bethany
388 Lucas Cobb 3602.234 Supervisor: Bethany
389 Ally Gordon 3626.265 Supervisor: Bethany
390 Alba Grady 4005.975 Supervisor: Estrella
391 Drew Lewis 2964.598 Supervisor: Estrella
392 Bristol Morley 2805.178 Supervisor: Georgia
393 Thea Dyson 2554.236 Supervisor: Georgia
394 Grace Wild 2947.914 Supervisor: Lillian
395 Maxwell Hunter 3709.361 Supervisor: Lillian
396 Nancy Strong 3752.829 Supervisor: Lillian
397 Ivette Alexander 2544.564 Supervisor: Crystal
398 Rosalyn Veale 2710.894 Supervisor: Crystal
399 Gil Hunt 3553.669 Supervisor: Crystal
400 Abdul Gibbons 4166.307 Supervisor: Crystal
401 Bristol Giles 3702.535 Supervisor: Doris
402 Bernadette Morley 2724.686 Supervisor: Logan
403 Alessandra Blackwall 4178.053 Supervisor: Logan
404 Lexi Carson 3346.847 Supervisor: Logan
405 Ethan Furnell 3701.242 Supervisor: Logan
406 Josh Hunter 2960.023 Supervisor: Emerald
407 Charlotte Varndell 3634.431 Supervisor: Emerald
408 Eduardo Gregory 3580.221 Supervisor: Emerald
409 Carl Cann 3856.469 Supervisor: Peter
410 Kaylee Reynolds 4256.489 Supervisor: Peter
411 Noah Robertson 3647.228 Supervisor: Peter
412 Sabrina Goodman 2813.194 Supervisor: Peter
413 Audrey Neal 2819.918 Supervisor: Jayden
414 Margot Osman 2745.611 Supervisor: Jayden
415 Cara Richards 3409.854 Supervisor: Jayden
416 Cedrick Furnell 3787.406 Supervisor: Jayden
417 Martin Roth 3293.502 Supervisor: Maxwell
418 Stella Dixon 2847.846 Supervisor: Maxwell
419 Maya Yoman 3080.207 Supervisor: Maxwell
420 Joy Morrow 3958.852 Supervisor: Maxwell
421 Hayden Aldridge 3422.344 Supervisor: Maxwell
422 Peter Rodwell 4005.073 Supervisor: Maxwell
423 Manuel Bishop 3301.323 Supervisor: Regina
424 Clint Ring 3124.177 Supervisor: Regina
425 Shay James 3850.897 Supervisor: Regina
426 Rocco Ellis 3742.804 Supervisor: Celina
427 Rick Overson 2715.581 Supervisor: Celina
428 Stella Lynch 2801.169 Supervisor: Celina
429 Denis Yarlett 3603.666 Supervisor: Celina
430 Destiny Notman 2423.580 Supervisor: Nicholas
431 Kamila Andrews 3511.485 Supervisor: Nicholas
432 Gwen Gosling 4104.043 Supervisor: Nicholas
433 Ron Amstead 3779.334 Supervisor: Vicky
434 Ivette Partridge 4100.100 Supervisor: Vicky
435 Denny Rowe 2804.062 Supervisor: Vicky
436 Elena Whatson 3632.152 Supervisor: Vicky
437 Aeris Brennan 3801.747 Supervisor: Cedrick
438 Crystal Martin 2927.138 Supervisor: Cedrick
439 Nate Scott 3289.261 Supervisor: Cedrick
440 Mark Shaw 3012.623 Supervisor: Cedrick
441 David Freeburn 2414.103 Supervisor: Scarlett
442 Alexander Gaynor 2808.005 Supervisor: Scarlett
443 Jennifer Hewitt 3331.586 Supervisor: Chris
444 Chelsea Thompson 3720.335 Supervisor: Chris
445 Robyn Craig 2632.802 Supervisor: Chris
446 Sofia Bloom 3146.208 Supervisor: Ron
447 Aisha Wellington 3481.111 Supervisor: Ron
448 Willow Walker 3557.092 Supervisor: Ron
449 Sofia Walsh 2972.494 Supervisor: Ron
450 Jayden Collins 3664.051 Supervisor: Shay
451 Ryan Webster 2324.3 Supervisor: Shay
452 Emmanuelle Tennant 1498.1 Supervisor: Shay
453 Madison Niles 3174.1 Supervisor: Shay
454 Julius Abbey 2367.4 Supervisor: Shay
455 Chris Beal 825.9 Supervisor: Daphne
456 Bart Talbot 4033.3 Supervisor: Aiden
457 Barney Patel 496.5 Supervisor: Aiden
458 Leroy Grady 2564.5 Supervisor: Aiden
459 Summer Forth 2262.9 Supervisor: Carl
460 Selena Eyres 2927.7 Supervisor: Carl
461 Sara Dallas 227.6 Supervisor: Carl
462 Cameron Chester 5251.9 Supervisor: Jessica
463 Madelyn Woodcock 583.3 Supervisor: Jessica
464 Harmony Roth 3213.3 Supervisor: Jessica
465 Tess Needham 642.8 Supervisor: Rosie
466 Nathan Preston 3614.5 Supervisor: Rosie
467 Gwenyth Bullock 3679.3 Supervisor: Rosie
468 Ethan Huggins 5444.0 Supervisor: Sage
469 Daria James 3359.6 Supervisor: Sage
470 Bree Thornton 2856.1 Supervisor: Sage
471 Georgia Michael 4476.0 Supervisor: Sage
472 Melanie Bullock 1629.7 Supervisor: Michelle
473 Georgia Giles 523.9 Supervisor: Michelle
474 Denny Ventura 105.2 Supervisor: Michelle
475 Marvin Richards 582.3 Supervisor: Boris
476 Roger Williams 1052.2 Supervisor: Boris
477 William Allen 3393.2 Supervisor: Boris
478 Charlotte Ward 3608.4 Supervisor: Mabel
479 Anthony Brooks 4341.3 Supervisor: Mabel
480 Cristal Murray 3073.3 Supervisor: Amy
481 Phillip Shelton 1285.3 Supervisor: Amy
482 Leroy Rivers 2195.7 Supervisor: Amy
483 Daron Mcgregor 245.8 Supervisor: Amy
484 Gwen Radley 2123.6 Supervisor: Johnny
485 Mona Atkinson 2918.5 Supervisor: Johnny
486 Alexa Ralph 222.2 Supervisor: Daron
487 Bart Noon 2754.6 Supervisor: Daron
488 Ronald Wilton 3352.6 Supervisor: Daron
489 Payton Baker 2476.6 Supervisor: Daron
490 Logan Weasley 2088.0 Supervisor: Tony
491 Maxwell Taylor 2124.7 Supervisor: Tony
492 Rosalee Gilmour 3466.5 Supervisor: Mavis
493 Barney Gordon 2491.6 Supervisor: Mavis
494 Ivy Talbot 400.9 Supervisor: Lana
495 Stephanie Rycroft 1332.4 Supervisor: Lana
496 Makena Crawley 3451.2 Supervisor: Lana
497 Boris Bailey 892.4 Supervisor: Maxwell
498 William Pickard 1425.0 Supervisor: Maxwell
499 Irene Michael 2160.7 Supervisor: Maxwell
500 Maxwell Fowler 212.0 Supervisor: Maxwell
501 Brad Paterson 1811.5 Supervisor: Nathan
502 Alexander Osmond 154.7 Supervisor: Abdul
503 Sydney Phillips 819.1 Supervisor: Abdul
504 Jacob Parr 171.0 Supervisor: Abdul
505 Owen Burge 1970.5 Supervisor: Abdul
506 Hanna Verdon 2205.6 Supervisor: Valentina
507 Martin Logan 3517.3 Supervisor: Valentina
508 Henry Holt 4449.8 Supervisor: Valentina
509 Jazmin Kidd 1859.0 Supervisor: Victoria
510 Barry Phillips 3332.7 Supervisor: Victoria
511 Adalie Stewart 4134.2 Supervisor: Victoria
512 Percy Clarke 3009.0 Supervisor: Victoria
513 Courtney James 3524.6 Supervisor: Doug
514 Benny Tyrrell 2029.0 Supervisor: Doug
515 Ally Stevenson 3278.4 Supervisor: Doug
516 Rosa Tait 944.0 Supervisor: Doug
517 Tania Hamilton 3505.9 Supervisor: Helen
518 Louise Oatway 1779.8 Supervisor: Helen
519 Sasha Allen 3590.6 Supervisor: Helen
520 Angela Briggs 409.4 Supervisor: Helen
521 Emery Townend 747.5 Supervisor: Helen
522 Phillip Wilkinson 2958.7 Supervisor: Helen
523 Abbey Stanley 3753.6 Supervisor: Danny
524 Russel Blythe 1167.8 Supervisor: Danny
525 Caydence Shea 914.2 Supervisor: Danny
526 Eduardo Rigg 2060.4 Supervisor: Tony
527 Johnathan Mcgee 3102.9 Supervisor: Tony
528 Beatrice Saunders 411.5 Supervisor: Tony
529 Rosalee Kelly 973.9 Supervisor: Tony
530 Rick Lynch 4293.5 Supervisor: Gwenyth
531 Josh Bryant 3145.7 Supervisor: Gwenyth
532 Denny Corbett 2520.2 Supervisor: Gwenyth
533 Jane Marshall 3488.1 Supervisor: Brad
534 Hank Pearson 3778.6 Supervisor: Brad
535 Mark Terry 3461.0 Supervisor: Brad
536 Angelique Williams 1775.4 Supervisor: Brad
537 Amy Booth 2818.5 Supervisor: Sarah
538 Carissa Woodcock 3846.1 Supervisor: Sarah
